"code","group","desc"
"525","C0304456","CHEM","Tetracaine hydrochloride"
"526","C0312418","PHYS","Personality Sensitivity"
"527","C0332399","DISO","pN3 category"
"528","C0546660","PROC","Methemoglobin measurement"
"529","C0596764","ACTI","impression (attitude)"
"530","C0857051","DISO","Bad dreams"
"531","C0876134","CHEM","Prevnar"
"532","C1310652","CHEM","Importal"
"533","PheCode:916","PheCode","contusion"
"534","RXNORM:6902","RXNORM","methylprednisolone"
"535","ShortName:Iron","ShortName","serum iron"
"536","LOINC:4092-3","LOINC","vancomycin [mass/volume] in serum or plasma --trough"
"537","Other lab:1000082650","Other lab","total protein*ne"
"538","C0004269","DISO","Child attention deficit disorder"
"539","C0022729","DISO","Klebsiella Infections"
"540","C0036529","DISO","Myocardial Diseases, Secondary"
"541","C0037933","DISO","Spinal Diseases"
"542","C0160111","DISO","Sprain of unspecified site of back"
"543","C0231173","DISO","Invalidism"
"544","C0392335","PHYS","Cognitive functions"
"545","C0521317","PROC","Multiple gated acquisition scanning"
"546","C0728720","CHEM","Cardiolite"
"547","C1378128","CHEM","Cream"
"548","PheCode:427.3","PheCode","other specified cardiac dysrhythmias"
"549","PheCode:743","PheCode","osteoporosis, osteopenia and pathological fracture"
"550","PheCode:229","PheCode","benign neoplasm of unspecified sites"
"551","PheCode:600","PheCode","hyperplasia of prostate"
"552","PheCode:286","PheCode","coagulation defects"
"553","PheCode:244.4","PheCode","hypothyroidism nos"
"554","PheCode:840","PheCode","sprains and strains"
"555","PheCode:278","PheCode","overweight, obesity and other hyperalimentation"
"556","PheCode:288.2","PheCode","elevated white blood cell count"
"557","PheCode:577.2","PheCode","chronic pancreatitis"
"558","PheCode:451","PheCode","phlebitis and thrombophlebitis"
"559","RXNORM:1202","RXNORM","atenolol"
"560","RXNORM:239826","RXNORM","lancet"
"561","RXNORM:17767","RXNORM","amlodipine"
"562","CCS:65","CCS","bone marrow biopsy"
"563","CCS:171","CCS","suture of skin and subcutaneous tissue"
"564","ShortName:Lymph - Abs","ShortName","lymphocyte - absolute count"
"565","Other lab:1200045143","Other lab","leukocyte esterase, urine"
"566","Other lab:1200064941","Other lab","leukocyte esterase, urine"
"567","LOINC:11277-1","LOINC","epithelial cells.squamous [#/area] in urine sediment by microscopy high power field"
"568","C0004364","DISO","Autoimmune Diseases"
"569","C0011923","PROC","Diagnostic Imaging"
"570","C0018798","DISO","Congenital Heart Defects"
"571","C0024031","DISO","Low Back Pain"
"572","C0154853","DISO","ophthalmoscopic macular puckering"
"573","C0184661","PROC","Interventional procedure"
"574","C0233648","DISO","Word salad"
"575","C0242192","CHEM","SGOT - Glutamate oxaloacetate transaminase"
"576","C0260943","DISO","screening for alcoholism"
"577","C0376288","DISO","Amaurosis"
"578","C0677483","DISO","Carcinoma testes"
"579","C1285573","PROC","Genotype determination"
"580","C1295184","PROC","Melatonin Measurement"
"581","PheCode:327","PheCode","sleep disorders"
"582","PheCode:473","PheCode","diseases of the larynx and vocal cords"
"583","PheCode:362","PheCode","other retinal disorders"
"584","PheCode:316","PheCode","substance addiction and disorders"
"585","PheCode:803.1","PheCode","fracture of humerus"
"586","PheCode:525","PheCode","other diseases of the teeth and supporting structures"
"587","PheCode:250.23","PheCode","type 2 diabetes with ophthalmic manifestations"
"588","RXNORM:689696","RXNORM","heparin/sodium chloride"
"589","RXNORM:8591","RXNORM","potassium chloride"
"590","CCS:203","CCS","electrographic cardiac monitoring"
"591","CCS:199","CCS","electroencephalogram (eeg)"
"592","CCS:9","CCS","other or therapeutic nervous system procedures"
"593","CCS:95","CCS","other non-or lower gi therapeutic procedures"
"594","Other lab:1000060770","Other lab","c antibody hepatitis"
"595","Other lab:1000060159","Other lab","ba #"
"596","Other lab:1200123684","Other lab","fecal immunochemical test (fit)#1 of 1"
"597","LOINC:2132-9","LOINC","cobalamin (vitamin b12) [mass/volume] in serum or plasma"
"598","LOINC:11558-4","LOINC","ph of blood"
"599","Other lab:1400034683","Other lab","baso#"
"600","C0020261","CHEM","Hydrochlorothiazide"
"601","C0023822","CHEM","High Density Lipoprotein Cholesterol"
"602","C0029053","DISO","Decreased translucency"
"603","C0038901","PROC","Ophthalmologic Surgical Procedures"
"604","C0040329","CHEM","Tobacco"
"605","C0040739","PROC","Transplantation, Homologous"
"606","C0042384","DISO","Vasculitis"
"607","C0150521","PROC","Comfort measures"
"608","C0152031","DISO","Joint swelling"
"609","C0201837","PROC","Albumin/Globulin ratio (procedure)"
"610","C0202194","PROC","Potassium measurement"
"611","C0239064","DISO","Jaw claudication"
"612","C0263870","DISO","Narrowing of intervertebral disc space"
"613","C0264939","DISO","Systemic Vasculitis"
"614","C0280108","PROC","dacarbazine/doxorubicin/ifosfamide protocol"
"615","C0353681","CHEM","subcutaneous heparin"
"616","C0375804","DISO","Personal history of colonic polyps"
"617","C0578603","DISO","Conjunctiva normal"
"618","C0600549","ACTI","Tobacco Use Cessation"
"619","C0678449","CHEM","Cannabis substance"
"620","C1882112","DISO","Nonspecific Intraventricular Conduction Delay by ECG Finding"
"621","PheCode:716.9","PheCode","arthropathy nos"
"622","PheCode:071.1","PheCode","hiv infection, symptomatic"
"623","PheCode:550.1","PheCode","inguinal hernia"
"624","PheCode:367.4","PheCode","presbyopia"
"625","PheCode:480","PheCode","pneumonia"
"626","PheCode:532","PheCode","dysphagia"
"627","RXNORM:1901","RXNORM","calcium chloride"
"628","RXNORM:6448","RXNORM","lithium"
"629","RXNORM:3443","RXNORM","diltiazem"
"630","RXNORM:8896","RXNORM","pseudoephedrine"
"631","RXNORM:689761","RXNORM","phosphorus/potassium/sodium"
"632","CCS:147","CCS","treatment, fracture or dislocation of lower extremity (other than hip or femur)"
"633","ShortName:Baso - Abs","ShortName","basophil - absolute count"
"634","ShortName:Troponin T","ShortName","troponin t"
"635","Other lab:800048932","Other lab","ur. urobilinogen"
"636","LOINC:1989-3","LOINC","25-hydroxyvitamin d3 [mass/volume] in serum or plasma"
"637","Other lab:1000031431","Other lab","ba% (fs)*inact(10/1/2020)"
"638","LOINC:20563-3","LOINC","carboxyhemoglobin/hemoglobin.total in blood"
"639","C0001418","DISO","Adenocarcinoma"
"640","C0011127","DISO","Pressure Ulcer"
"641","C0011777","CHEM","Dexamethasone"
"642","C0013879","CHEM","Elements"
"643","C0019592","CHEM","Histamine H1 Antagonists"
"644","C0022579","DISO","Keratoderma"
"645","C0023824","CHEM","LDL Cholesterol Lipoproteins"
"646","C0028840","DISO","Ocular Hypertension"
"647","C0029266","PHYS","Mental Orientation"
"648","C0039239","DISO","Sinus Tachycardia"
"649","C0040083","CHEM","Thymidine Phosphorylase"
"650","C0042044","PROC","Urine pH measurement"
"651","C0057856","CHEM","iproplatin"
"652","C0066563","CHEM","Mineralocorticoid Receptor"
"653","C0085624","DISO","Burning sensation"
"654","C0161558","DISO","Poisoning by barbiturate"
"655","C0201487","PROC","Hepatitis C antibody measurement"
"656","C0201802","PROC","Specific gravity measurement"
"657","C0201950","PROC","Cholesterol measurement test"
"658","C0221198","DISO","Lesion"
"659","C0280003","PROC","cyclophosphamide/prednisone"
"660","C0717642","CHEM","Codeine / Guaifenesin"
"661","C0720057","CHEM","Dry Skin brand of emollient"
"662","C0745745","DISO","liver disease parenchymal"
"663","C0746866","DISO","Neurological status"
"664","C0853181","PROC","Fibrin measurement"
"665","C0074332","CHEM","sennoside"
"666","C1254572","PROC","Chemistry Panel"
"667","PheCode:296.1","PheCode","bipolar"
"668","PheCode:366.2","PheCode","senile cataract"
"669","PheCode:535","PheCode","gastritis and duodenitis"
"670","PheCode:687.4","PheCode","disturbance of skin sensation"
"671","RXNORM:27169","RXNORM","leflunomide"
"672","ShortName:HCV - Genotype","ShortName","hepatitis c genotype"
"673","LOINC:33363-3","LOINC","normocytic [presence] in blood by light microscopy"
"674","Other lab:1200053450","Other lab","urobilinogen"
"675","C0042874","CHEM","Vitamin E"
"676","C0202461","PROC","Quinine measurement"
"677","C0231224","DISO","Crisis"
"678","C0334274","DISO","Papillary transitional cell carcinoma"
"679","C0700178","DISO","Alcoholic blackout"
"680","PheCode:726","PheCode","peripheral enthesopathies and allied syndromes"
"681","PheCode:278.1","PheCode","obesity"
"682","PheCode:381.11","PheCode","suppurative and unspecified otitis media"
"683","PheCode:296.2","PheCode","depression"
"684","PheCode:681.5","PheCode","cellulitis and abscess of leg, except foot"
"685","PheCode:802","PheCode","fracture of pelvis"
"686","PheCode:1010.7","PheCode","persons with potential health hazards related to socioeconomic, psychosocial, and other circumstances"
"687","RXNORM:1712","RXNORM","injection, onabotulinumtoxina, 1 unit, abobotulinumtoxina, 5 units, incobotulinumtoxin a"
"688","CCS:222","CCS","blood transfusion"
"689","Other lab:1400027504","Other lab","pco2"
"690","LOINC:25162-9","LOINC","hyaline casts [presence] in urine sediment by light microscopy"
"691","C0006698","CHEM","Calcium Glucarate"
"692","C0181078","CHEM","Skin graft material"
"693","C0239015","DISO","CHEST XRAY DIAPHRAGM ELEVATION UNILATERAL"
"694","C0587361","PHEN","Urine specific gravity level"
"695","LOINC:48345-3","LOINC","hiv 1+o+2 ab [presence] in serum or plasma"
"696","PheCode:681.6","PheCode","cellulitis and abscess of foot, toe"
"697","PheCode:411","PheCode","ischemic heart disease"
"698","PheCode:395","PheCode","heart valve disorders"
"699","PheCode:318","PheCode","tobacco use disorder"
"700","PheCode:454.1","PheCode","varicose veins of lower extremity"
"701","PheCode:433.8","PheCode","late effects of cerebrovascular disease"
"702","RXNORM:21949","RXNORM","cyclobenzaprine"
"703","RXNORM:3423","RXNORM","hydromorphone"
"704","RXNORM:8120","RXNORM","phenazopyridine"
"705","CCS:97","CCS","other gastrointestinal diagnostic procedures"
"706","CCS:212","CCS","diagnostic physical therapy"
"707","CCS:45","CCS","percutaneous transluminal coronary angioplasty (ptca)"
"708","LOINC:789-8","LOINC","erythrocytes [#/volume] in blood by automated count"
"709","LOINC:10378-8","LOINC","polychromasia [presence] in blood by light microscopy"
"710","LOINC:1834-1","LOINC","alpha-1-fetoprotein [mass/volume] in serum or plasma"
"711","Other lab:800088921","Other lab","pco2-sea"
"712","LOINC:5643-2","LOINC","ethanol [mass/volume] in serum or plasma"
"713","Other lab:1200008487","Other lab","pco2"
"714","Other lab:1000044778","Other lab","pco2"
"715","Other lab:1400051965","Other lab","protein,total (al)"
"716","Other lab:1000049753","Other lab","urine glucose--------"
"717","Other lab:1400070955","Other lab","yeast hyphae"
"718","Other lab:1400005657","Other lab","protein,total"
"719","C0002940","DISO","Aneurysm"
"720","C0003138","CHEM","Antacids"
"721","C0005961","PROC","Bone Marrow Transplantation"
"722","C0009193","DISO","Pain in the coccyx"
"723","C0009450","DISO","Communicable Diseases"
"724","C0011119","DISO","Decompression Sickness"
"725","C0013395","DISO","Dyspepsia"
"726","C0020592","CHEM","Hypnotics and Sedatives"
"727","C0024128","PROC","Lung Transplantation"
"728","C0034359","DISO","Pyuria"
"729","C0035522","DISO","Rib Fractures"
"730","C0070166","CHEM","clopidogrel"
"731","C0199782","PROC","Administration of insulin"
"732","C0204864","PROC","Removal of staples"
"733","C0260515","DISO","Family history of cancer"
"734","C0428461","PROC","Serum VLDL cholesterol measurement"
"735","C0517880","DISO","Loneliness assessment"
"736","C0517974","DISO","Cardiac pump effectiveness"
"737","C0542538","DISO","Observation of Sensation"
"738","C0589098","PHYS","Focused attention, function"
"739","C0863174","PROC","Blood bilirubin measurement"
"740","C0060926","CHEM","gabapentin"
"741","PheCode:711","PheCode","arthropathy associated with infections"
"742","Other lab:800032007","Other lab","urobilinogen"
"743","LOINC:19994-3","LOINC","oxygen/total gas setting [volume fraction] ventilator"
"744","LOINC:22459-2","LOINC","reagin ab [presence] in cerebral spinal fluid"
"745","Other lab:1200045926","Other lab","tibc"
"746","LOINC:3665-7","LOINC","gentamicin [mass/volume] in serum or plasma --trough"
"747","C0011389","DISO","Dental Plaque"
"748","C0012522","CHEM","Diphenhydramine"
"749","C0012725","PHYS","Psychologic Displacement"
"750","C0143995","CHEM","Suffix brand of benzoylprop-ethyl"
"751","C0197786","PROC","Excision of vitreous opacity by anterior approach"
"752","C0440273","CHEM","Grit (substance)"
"753","C0549470","DISO","Preglaucoma"
"754","PheCode:523.3","PheCode","periodontitis (acute or chronic)"
"755","PheCode:561","PheCode","symptoms involving digestive system"
"756","RXNORM:7804","RXNORM","oxycodone"
"757","RXNORM:253337","RXNORM","bevacizumab"
"758","LOINC:3773-9","LOINC","methadone [presence] in urine"
"759","Other lab:1000030824","Other lab","ur fat"
"760","Other lab:800089669","Other lab","tibc"
"761","Other lab:1200027953","Other lab","protein,total"
"762","LOINC:3024-7","LOINC","thyroxine (t4) free [mass/volume] in serum or plasma"
"763","C0016018","CHEM","Fibrinolytic Agents"
"764","C0018965","DISO","Hematuria"
"765","C0023220","DISO","Leg Injuries"
"766","C0033797","DISO","Pseudodementia"
"767","C0038663","DISO","Suicide attempt"
"768","C0041755","DISO","Adverse reaction to drug"
"769","C0042285","CHEM","Valine"
"770","C0066532","CHEM","Midrin"
"771","C0085077","DISO","Sweet Syndrome"
"772","C0085584","DISO","Encephalopathies"
"773","C0086439","DISO","Hypokinesia"
"774","C0086565","DISO","Liver Dysfunction"
"775","C0202341","PROC","Bromides measurement"
"776","C0203971","PROC","Transfer training (procedure)"
"777","C0282105","CHEM","Clindamycin Hydrochloride"
"778","C0312448","CHEM","short-acting thyroid stimulator"
"779","C0332523","DISO","Retraction (finding)"
"780","C0369183","PROC","Erythrocyte Mean Corpuscular Hemoglobin Test"
"781","C0403447","DISO","Chronic Kidney Insufficiency"
"782","C0439857","DISO","Dependence"
"783","C0460078","DISO","Icteric Specimen"
"784","C0518746","DISO","Cerebral tissue perfusion status"
"785","C0564405","DISO","Feeling relief"
"786","C0564670","DISO","Able to plan"
"787","C0699156","CHEM","Ismo"
"788","C0751466","DISO","Phonophobia"
"789","C0849879","PROC","exams eye routine"
"790","C1443000","CHEM","Chicken antigen"
"791","PheCode:317.1","PheCode","alcoholism"
"792","RXNORM:3521","RXNORM","dipyridamole"
"793","RXNORM:8703","RXNORM","fenofibrate"
"794","Other lab:1400058489","Other lab","segs"
"795","LOINC:5796-8","LOINC","hyaline casts [#/area] in urine sediment by microscopy low power field"
"796","LOINC:20507-0","LOINC","reagin ab [presence] in serum by rpr"
"797","Other lab:1200020526","Other lab","urine glucose"
"798","C0004659","DISO","Bacteriuria"
"799","C0007257","CHEM","Carmustine"
"800","C0232493","DISO","Epigastric pain"
"801","C0262509","DISO","herpetic neuralgia"
"802","C0312402","CHEM","Acid phosphatase isoenzyme, prostatic fraction"
"803","C0699094","CHEM","Xylocaine"
"804","PheCode:189.21","PheCode","malignant neoplasm of bladder"
"805","PheCode:740.9","PheCode","osteoarthrosis nos"
"806","PheCode:427.21","PheCode","atrial fibrillation"
"807","PheCode:411.2","PheCode","myocardial infarction"
"808","PheCode:371.1","PheCode","uveitis, noninfectious or nos"
"809","PheCode:556","PheCode","ulceration of the lower gi tract"
"810","PheCode:585.33","PheCode","chronic kidney disease, stage iii"
"811","LOINC:26454-9","LOINC","erythrocytes [#/volume] in cerebral spinal fluid"
"812","LOINC:32018-4","LOINC","hepatitis a virus igg ab [presence] in serum"
"813","LOINC:2284-8","LOINC","folate [mass/volume] in serum or plasma"
"814","LOINC:5644-0","LOINC","ethanol [presence] in urine"
"815","Other lab:1400000623","Other lab","a ly%"
"816","Other lab:1200125162","Other lab","uric acid"
"817","C0001546","DISO","Adjustment Disorders"
"818","C0002921","PROC","Local anesthesia"
"819","C0005684","DISO","Malignant neoplasm of urinary bladder"
"820","C0007004","CHEM","Carbohydrates"
"821","C0007642","DISO","Cellulitis"
"822","C0012931","CHEM","Recombinant DNA"
"823","C0015468","DISO","Facial Pain"
"824","C0018064","CHEM","Equine Gonadotropins"
"825","C0029128","DISO","Optic Disk Drusen"
"826","C0030486","DISO","Paraplegia"
"827","C0041980","CHEM","Uric Acid"
"828","C0086132","DISO","Depressive Symptoms"
"829","C0086890","PROC","Quick Test for Liver Function"
